"Phase","FLDNAME","TBLNAME","CRFNAME","TEXT","TYPE","LENGTH","CODE","UNITS","status"
"","ST91SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightInferiorTemporal","N","5","","mm2",""
"","ST91TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightInferiorTemporal","N","4","","mm",""
"","ST91TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightInferiorTemporal","N","4","","mm",""
"","ST93CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightIsthmusCingulate","N","5","","mm3",""
"","ST93SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightIsthmusCingulate","N","5","","mm2",""
"","ST93TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightIsthmusCingulate","N","4","","mm",""
"","ST93TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightIsthmusCingulate","N","4","","mm",""
"","ST94CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightLateralOccipital","N","5","","mm3",""
"","ST94SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightLateralOccipital","N","5","","mm2",""
"","ST94TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightLateralOccipital","N","4","","mm",""
"","ST94TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightLateralOccipital","N","4","","mm",""
"","ST95CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightLateralOrbitofrontal","N","5","","mm3",""
"","ST95SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightLateralOrbitofrontal","N","5","","mm2",""
"","ST95TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightLateralOrbitofrontal","N","4","","mm",""
"","ST95TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightLateralOrbitofrontal","N","4","","mm",""
"","ST96SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of RightLateralVentricle","N","8","","mm3",""
"","ST97CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightLingual","N","5","","mm3",""
"","ST97SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightLingual","N","5","","mm2",""
"","ST97TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightLingual","N","4","","mm",""
"","ST97TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightLingual","N","4","","mm",""
"","ST98CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightMedialOrbitofrontal","N","5","","mm3",""
"","ST98SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightMedialOrbitofrontal","N","5","","mm2",""
"","ST98TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightMedialOrbitofrontal","N","4","","mm",""
"","ST98TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightMedialOrbitofrontal","N","4","","mm",""
"","ST99CV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Cortical Volume (aparc.stats) of RightMiddleTemporal","N","5","","mm3",""
"","ST99SA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Surface Area (aparc.stats) of RightMiddleTemporal","N","5","","mm2",""
"","ST99TA","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Average (aparc.stats) of RightMiddleTemporal","N","4","","mm",""
"","ST99TS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Thickness Stardard Deviation (aparc.stats) of RightMiddleTemporal","N","4","","mm",""
"","ST9SV","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Subcortical Volume (aseg.stats) of FourthVentricle","N","8","","mm3",""
"","STATUS","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","","T","","complete/partial","",""
"","TEMPQC","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","QC rating of temporal lobe. Fail affects the following regions: LeftTemporalPole (ST60); RightTemporalPole (ST119); LeftFusiform (ST26); RightFusiform (ST85); LeftSuperiorTemporal (ST58); RightSuperiorTemporal (ST117); LeftInferiorTemporal (ST32); RightInferiorTemporal (ST91); LeftMiddleTemporal (ST40); RightMiddleTemporal (ST99)","T","","Pass/Fail","",""
"","VENTQC","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","QC rating of the ventricles. Fail affects the following regions: LeftLateralVentricle (ST37); RightLateralVentricle (ST96); LeftInferiorLateralVentricle (ST30); RightInferiorLateralVentricle (ST89); ThirdVentricle (ST127); FourthVentricle (ST9); FifthVentrical (ST8); LeftChoroidPlexus (ST21); RightChoroidPlexus (ST80)","T","","Pass/Fail","",""
"","VERSION","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","","D","","","",""
"","VISCODE","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Visit code","-4","-4","-4","-4",""
"","VISCODE2","UCSFFSL51Y1","Longitudinal FreeSurfer (5.1) - Year 1 Base Image","Translated visit code","-4","-4","-4","-4",""
"","BGQC","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","QC rating of the basal ganglia. Fail affects the following regions: LeftPutamen (ST53); RightPutamen (ST112); LeftCaudate (ST16); RightCaudate (ST75); LeftPallidum (ST42); RightPallidum (ST101)","N","","Pass/Fail","",""
"","COLPROT","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Study protocol of data collection","-4","-4","-4","-4",""
"","CWMQC","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","QC rating of the cerebral WM. Fail affects the following regions: LeftCerebralWM (ST20); RightCerebralWM (ST79); LeftCorticalWM (ST150); RightCorticalWM (ST151); CorticalWM (ST152); LeftHemisphereWM (ST28); RightHemisphereWM (ST87)","N","","Pass/Fail","",""
"","EXAMDATE","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Examination Date","N","","","",""
"","FRONTQC","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","QC rating of the frontal lobe. Fail affects the following regions: LeftFrontalPole (ST25); RightFrontalPole (ST84); LeftPrecentral (ST51); RightPrecentral (ST110); LeftSuperiorFrontal (ST56); RightSuperiorFrontal (ST115); LeftCaudalMiddleFrontal (ST15); RightCaudalMiddleFrontal (ST74); LeftRostralMiddleFrontal (ST55); RightRostralMiddleFrontal (ST114); LeftMedialOrbitofrontal (ST39); RightMedialOrbitofrontal (ST98)","N","","Pass/Fail","",""
"","IMAGEUID","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","The ImageUID for the image processed.","N","10","","",""
"","INSULAQC","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","QC rating of the insula. Fail affects the following regions: LeftInsula (ST129); RightInsula (ST130)","N","","Pass/Fail","",""
"","LHIPQC","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","QC rating of the left hippocampal subfields. Fail affects the following regions: Left CA1 (ST131HS); Left CA2-3 (ST132HS); Left CA4-DG (ST133HS); Left Fimbria (ST134HS); Left Hippocampal Fissure (ST135HS); Left Presubiculum (ST136HS); Left Subiculum (ST137HS); Left Tail (ST138HS) ","N","","Pass/Fail","",""
"","LONISID","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","The LONI study UID for the image processed","N","10","","",""
"","LONIUID","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","The LONI series UID for the image processed.","N","10","","",""
"","OCCQC","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","QC rating of the occipital lobe. Fail affects the following regions: LeftLingual (ST38); RightLingual (ST97); LeftLateralOccipital (ST35); RightLateralOccipital (ST94); LeftPericalcarine (ST48); RightPericalcarine (ST107); LeftCuneus (ST23); RightCuneus (ST82)","N","","Pass/Fail","",""
"","OVERALLQC","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","An overall quality rating. Refer to additional QC variables for Partial rating.","N","","Pass/Fail/Partial","",""
"","PARQC","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","QC rating of the parietal lobe. Fail affects the following regions: LeftPostcentral (ST49); RightPostcentral (ST108); LeftSuperiorParietal (ST57); RightSuperiorParietal (ST116); LeftSupraMarginal (ST59); RightSupraMarginal (ST118); LeftParacentral (ST43); RightParacentral (ST102); LeftInferiorParietal (ST31); RightInferiorParietal (ST90)","N","","Pass/Fail","",""
"","RHIPQC","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","QC rating of the right hippocampal subfields. Fail affects the following regions: Right CA1 (ST139HS); Right CA2-3 (ST140HS); Right CA4-DG (ST141HS); Right Fimbria (ST142HS); Right Hippocampal Fissure (ST143HS); Right Presubiculum (ST144HS); Right Subiculum (ST145HS); Right Tail (ST146HS) ","N","","Pass/Fail","",""
"","RID","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Participant roster ID","N","10","","",""
"","RUNDATE","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","","N","","","",""
"","ST101SV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Subcortical Volume (aseg.stats) of RightPallidum","N","8","","mm3",""
"","ST102CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightParacentral","N","5","","mm3",""
"","ST102SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightParacentral","N","5","","mm2",""
"","ST102TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightParacentral","N","4","","mm",""
"","ST102TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightParacentral","N","4","","mm",""
"","ST103CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightParahippocampal","N","5","","mm3",""
"","ST103SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightParahippocampal","N","5","","mm2",""
"","ST103TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightParahippocampal","N","4","","mm",""
"","ST103TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightParahippocampal","N","4","","mm",""
"","ST104CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightParsOpercularis","N","5","","mm3",""
"","ST104SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightParsOpercularis","N","5","","mm2",""
"","ST104TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightParsOpercularis","N","4","","mm",""
"","ST104TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightParsOpercularis","N","4","","mm",""
"","ST105CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightParsOrbitalis","N","5","","mm3",""
"","ST105SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightParsOrbitalis","N","5","","mm2",""
"","ST105TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightParsOrbitalis","N","4","","mm",""
"","ST105TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightParsOrbitalis","N","4","","mm",""
"","ST106CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightParsTriangularis","N","5","","mm3",""
"","ST106SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightParsTriangularis","N","5","","mm2",""
"","ST106TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightParsTriangularis","N","4","","mm",""
"","ST106TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightParsTriangularis","N","4","","mm",""
"","ST107CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightPericalcarine","N","5","","mm3",""
"","ST107SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightPericalcarine","N","5","","mm2",""
"","ST107TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightPericalcarine","N","4","","mm",""
"","ST107TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightPericalcarine","N","4","","mm",""
"","ST108CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightPostcentral","N","5","","mm3",""
"","ST108SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightPostcentral","N","5","","mm2",""
"","ST108TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightPostcentral","N","4","","mm",""
"","ST108TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightPostcentral","N","4","","mm",""
"","ST109CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightPosteriorCingulate","N","5","","mm3",""
"","ST109SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightPosteriorCingulate","N","5","","mm2",""
"","ST109TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightPosteriorCingulate","N","4","","mm",""
"","ST109TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightPosteriorCingulate","N","4","","mm",""
"","ST10CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of Icv","N","15","","mm3",""
"","ST110CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightPrecentral","N","5","","mm3",""
"","ST110SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightPrecentral","N","5","","mm2",""
"","ST110TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightPrecentral","N","4","","mm",""
"","ST110TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightPrecentral","N","4","","mm",""
"","ST111CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightPrecuneus","N","5","","mm3",""
"","ST111SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightPrecuneus","N","5","","mm2",""
"","ST111TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightPrecuneus","N","4","","mm",""
"","ST111TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightPrecuneus","N","4","","mm",""
"","ST112SV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Subcortical Volume (aseg.stats) of RightPutamen","N","8","","mm3",""
"","ST113CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightRostralAnteriorCingulate","N","5","","mm3",""
"","ST113SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightRostralAnteriorCingulate","N","5","","mm2",""
"","ST113TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightRostralAnteriorCingulate","N","4","","mm",""
"","ST113TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightRostralAnteriorCingulate","N","4","","mm",""
"","ST114CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightRostralMiddleFrontal","N","5","","mm3",""
"","ST114SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightRostralMiddleFrontal","N","5","","mm2",""
"","ST114TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightRostralMiddleFrontal","N","4","","mm",""
"","ST114TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightRostralMiddleFrontal","N","4","","mm",""
"","ST115CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightSuperiorFrontal","N","5","","mm3",""
"","ST115SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightSuperiorFrontal","N","5","","mm2",""
"","ST115TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightSuperiorFrontal","N","4","","mm",""
"","ST115TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightSuperiorFrontal","N","4","","mm",""
"","ST116CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightSuperiorParietal","N","5","","mm3",""
"","ST116SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightSuperiorParietal","N","5","","mm2",""
"","ST116TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightSuperiorParietal","N","4","","mm",""
"","ST116TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightSuperiorParietal","N","4","","mm",""
"","ST117CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightSuperiorTemporal","N","5","","mm3",""
"","ST117SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightSuperiorTemporal","N","5","","mm2",""
"","ST117TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightSuperiorTemporal","N","4","","mm",""
"","ST117TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightSuperiorTemporal","N","4","","mm",""
"","ST118CV","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Cortical Volume (aparc.stats) of RightSupramarginal","N","5","","mm3",""
"","ST118SA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Surface Area (aparc.stats) of RightSupramarginal","N","5","","mm2",""
"","ST118TA","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Average (aparc.stats) of RightSupramarginal","N","4","","mm",""
"","ST118TS","UCSFFSL51","Longitudinal FreeSurfer (5.1) - Final Run w/ All A","Thickness Stardard Deviation (aparc.stats) of RightSupramarginal","N","4","","mm",""
